Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
34,female,1,free,little,moderate,1837,24,education,"""""""

customer_description = ""The customer is a 34-year-old female resident who works in an unskilled capacity. She owns her home free of mortgage and has a moderate current account balance, although her savings account balance is relatively little. She is seeking a €1,837 loan for educational purposes, to be repaid over 24 months.""",bad risk
28,female,3,own,little,unknown,3349,36,furniture/equipment,"""""""

        This 28-year-old female customer is a highly skilled worker who owns her residence. She has a limited savings account and has requested a €3,349 loan for 36 months to purchase furniture and equipment, although no information is available about her checking account.",good risk
23,female,2,own,little,rich,1275,10,furniture/equipment,"""""""

        This 23-year-old female customer is a skilled worker who owns her residence. She has a limited savings account but a substantial current account, and is seeking a €1,275 loan to purchase furniture and equipment, which she intends to repay over a 10-month period.",good risk
22,male,2,own,quite rich,little,2828,24,furniture/equipment,"""""""

        This 22-year-old male customer, employed in a skilled profession, is a homeowner with a substantial savings account. He has a relatively small current account and is seeking a €2,828 loan to be repaid over 24 months, specifically for the purpose of purchasing furniture or equipment.",good risk
74,male,3,own,little,unknown,4526,24,business,"""""""

        The customer is a 74-year-old male with a highly skilled occupation, who owns his residence. He has a limited savings account and has requested a €4,526 loan for business purposes, to be repaid over a 24-month period; however, no information is available regarding his checking account.",bad risk
50,female,2,free,moderate,moderate,2671,36,radio/TV,"""""""

customer_description = ""This 50-year-old female customer is a skilled worker who owns her home free of mortgage. She has moderate savings and current accounts, and is seeking a €2,671 loan to purchase a radio or TV, which she intends to repay over 36 months.""",good risk
33,male,2,own,little,unknown,2051,18,radio/TV,"""""""

        The customer is a 33-year-old male with a skilled occupation, who owns his residence. He has a small savings account, but there is no information available about his checking account. He is seeking a €2,051 loan for 18 months to purchase a radio or TV.",good risk
45,male,2,free,unknown,unknown,1300,15,car,"""""""

        The customer is a 45-year-old male with a skilled occupation, who owns his residence. He has requested a loan of €1,300 to finance a car purchase, with a repayment period of 15 months. No information is available regarding his savings or checking account.",good risk
22,female,2,own,moderate,little,741,12,domestic appliances,"""""""

        This 22-year-old female customer is a skilled worker who owns her residence. She has a moderate savings account and a small current account, and is seeking a €741 loan for 12 months to purchase domestic appliances.",good risk
48,female,1,free,moderate,rich,1240,10,car,"""""""

        This 48-year-old female customer, who is an unskilled worker and resident, owns her home free of mortgage. She has a moderate savings account and a rich current account, indicating a stable financial situation. She is seeking a €1,240 loan to purchase a car, with a repayment period of 10 months.",good risk
29,female,2,own,rich,little,3357,21,radio/TV,"""""""

        This 29-year-old female customer is a skilled worker who owns her residence. She has a rich savings account and a relatively small current account, and is seeking a €3,357 loan to be repaid over 21 months, with the purpose of purchasing a radio or TV.",good risk
22,female,2,rent,little,little,3632,24,car,"""""""

        The customer is a 22-year-old female with a skilled occupation, currently renting her residence. She has limited savings and checking accounts, and is seeking a €3,632 loan to finance a car purchase, with a repayment term of 24 months.",bad risk
22,female,2,own,little,unknown,1808,18,furniture/equipment,"""""""

    The customer is a 22-year-old female with a skilled occupation, who owns her residence. She has a small savings account, but there is no information available regarding her checking account. She has requested a €1,808 loan to finance furniture and equipment, which she intends to repay over an 18-month period.",good risk
48,male,3,own,unknown,moderate,12204,48,business,"""""""

        The customer is a 48-year-old male with a highly skilled occupation, who owns his residence. He has a moderate current account and is seeking a €12,204 loan for business purposes, to be repaid over 48 months; however, no information is available regarding his savings account.",good risk
